	homepage	id_article	ids_related_articles	name_tool	abstract	citations_per_year	relative_views	id	closets_neighbor_1	closets_neighbor_2	closets_neighbor_3	closets_neighbor_4	similarity_neighbor_1	similarity_neighbor_2	similarity_neighbor_3	similarity_neighbor_4	x	y	z	closest_neighbors	x_2d	y_2d
0	http://bioinfo3d.cs.tau.ac.il/MASS	1	NULL	MASS	We present a novel method for multiple alignment of protein structures and detection of structural motifs. To date, only a few methods are available for addressing this task. Most of them are based on a series of pairwise comparisons. In contrast, MASS (MultipleAlignment bySecondaryStructures) considers all the given structures at the same time. Exploiting the secondary structure representation aids in filtering out noisy results and in making the method highly efficient and robust. MASS disregards the sequence order of the secondary structure elements. Thus, it can find non-sequential and even non-topological structural motifs. An important novel feature of MASS is subset alignment detection: It does not require that all the input molecules be aligned. Rather, MASS is capable of detecting structural motifs shared only by a subset of the molecules. Given its high efficiency and capability of detecting subset alignments, MASS is suitable for a broad range of challenging applications: It can handle large-scale protein ensembles (on the order of tens) that may be heterogeneous, noisy, topologically unrelated and contain structures of low resolution.Keywords: Structural Bioinformatics, Subset alignment, Non-sequential alignment, Non-topological motif, Supersecondary structural motifAvailability: MASS program and more information about it are available onhttp://bioinfo3d.cs.tau.ac.il/MASSContact:oranit@post.tau.ac.il*To whom correspondenceshould be addressed.	3.0	4	1	639	1524	836	246	0.290313205762	0.288648778099	0.20776545552	0.187391724462	-1.11227884907	0.524346343282	2.41223038227	NULL	2.12993128182	-0.875348419638
1	http://babylone.ulb.ac.be/popmusic	2	NULL	PoPMuSiC	Summary: PoPMuSiC is an efficient tool for rational computer-aideddesign of single-site mutations in proteins and peptides.Two types of queries can be submitted. The first option allows to estimate the changes in folding free energyfor specific point mutations given by the user. In the second option, all possible point mutations in a given protein or protein region are performed and the most stabilizing or destabilizing mutations, or the neutral mutations with respect to thermodynamic stability, are selected.For each sequence position or secondary structure the deviation from the most stable sequence is moreover evaluated, which helps to identify the most suitable sites forthe introduction of mutations.Availability:http://babylone.ulb.ac.be/popmusicContact:jean.marc.kwasigroch@ulb.ac.be*To whom correspondenceshould be addressed.	3.0	4	2	1363	905	1975	1306	0.321388194136	0.287246973136	0.235706191312	0.227900378981	-1.9528272228	1.68025604108	-0.0942504084239	NULL	1.53466561796	-1.20035618051
2	http://salilab.org/modloop	3	NULL	ModLoop	Summary:ModLoop is a web server for automated modeling of loops in protein structures. The input is the atomic coordinates of the protein structure in the Protein Data Bank format, and the specification of the starting and ending residues of one or more segments to be modeled, containing no more than 20 residues in total. The output is the coordinates of the non-hydrogen atoms in the modeled segments. A user provides the input to the server via a simple web interface, and receives the output by e-mail. The server relies on the loop modeling routine in MODELLER that predicts the loop conformations by satisfaction of spatial restraints, without relying on a database of known protein structures. For a rapid response, ModLoop runs on a cluster of Linux PC computers.Availability:The server is freely accessible to academic users athttp://salilab.org/modloop	19.0	4	3	1598	524	1537	1302	0.341695928488	0.246727470928	0.18583014386	0.180688022652	-1.03030889899	0.755913163582	3.24834356366	NULL	2.27407703206	-1.12530198029
3	http://ibb.uab.es/snow/	4	NULL	SNOW	Summary:When developing bioinformatical tools dealing with enzymatic activity, metabolism or enzymatic networks, the problem of the lack of a clear nomenclature for biochemical compounds often arises. This problem leads us to develop a small web-based tool (SNOW, Standard NOmenclature Wizard) which may help to find recommended and trivial names or the correct closest spelling for a query compound name, if it exists.Availability:Web-based interface available athttp://ibb.uab.es/snow/Supplementary information:http://ibb.uab.es/snow/snow_moreinfo.html	0.0	4	4	2433	597	124	1868	0.112984062611	0.108165804831	0.107791574064	0.0948246543876	1.90978524505	2.02982610876	1.73916000537	NULL	0.0809208517111	3.11338083657
4	http://genome.imim.es/software/gfftools/GFF2APLOT.html	5	NULL	gff2aplot	Summary:gff2aplotis a program to visualize the alignment of two sequences together with their annotations. Input for the program consists of single or multiple files in GFF-format which specify the alignment coordinates and annotation features of both sequences. Output is in PostScript format of any size. The features to be displayed are highly customizable to meet user specific needs. The program serves to generate print-quality images for comparative genome sequence analysis.Availability:gff2aplotis freely available under the GNU software licence and can be downloaded from the address specified below.Supplementary information:http://genome.imim.es/software/gfftools/GFF2APLOT.html	0.0	4	5	960	286	537	1087	0.234659492087	0.198062735768	0.144435464211	0.13791705335	1.39904033509	-2.5515984777	-0.131563356389	NULL	-1.30741011741	-0.433827634013
5	http://www.ime.usp.br/~rvencio/SAGEci/	6	NULL	SAGE	Motivation:Statistical methods usually used to perform Serial Analysis of Gene Expression (SAGE) analysis are based on hypothesis testing. They answer the biologist's question: ‘what are the genes with differential expression greater thanrwithP-value smaller thanP?’. Another useful and not yet explored question is: ‘what is the uncertainty in differential expression ratio of a gene?’.Results:We have used Bayesian model for SAGE differential gene expression ratios as a more informative alternative to hypothesis tests since it provides credibility intervals.Availability:The model is implemented inRstatistical language script and is available under GNU/GLP copyleft at supplemental web site.Supplementary information:http://www.ime.usp.br/~rvencio/SAGEci/	1.0	4	6	1515	1929	823	892	0.179552048872	0.179538279238	0.177794105893	0.171379744241	-1.39599264143	-0.111708354524	-1.52165482286	NULL	-1.94232439045	1.09732764167
6	http://www.megasoftware.net	7	NULL	MEGA2	Summary: We have developed a new software package, MolecularEvolutionary Genetics Analysis version 2 (MEGA2), for exploring andanalyzing aligned DNA or protein sequences from an evolutionaryperspective. MEGA2 vastly extends the capabilities of MEGA version 1by: (1) facilitating analyses of large datasets; (2) enablingcreation and analyses of groups of sequences; (3) enablingspecification of domains and genes; (4) expanding the repertoire ofstatistical methods for molecular evolutionary studies; and (5)adding new modules for visual representation of input data and outputresults on the Microsoft Windows platform.Availability:http://www.megasoftware.net.Contact:s.kumar@asu.edu*To whom correspondence should beaddressed.	0.0	4	7	583	2436	1512	459	0.483540658654	0.292551149649	0.237704846855	0.112724761463	-1.87039692861	2.98408750508	-1.75247371095	NULL	-0.124723253936	1.70040662944
7	http://www.biosci.ohio-state.edu/~ray/bioinformatics/tricross.html	8	NULL	Tricross	Motivation: The process of determining the functionalsequencecontent of an organism is confounded by several factors.Large protein coding sequences are relatively easy to find bystatistical methods. Smaller proteins however may escape detectiondue to their size falling below some arbitrary researcher-definedminimum cutoff, or the inability to precisely define a promoter, ortranslational start (Delcheret al.,Nucleic AcidsRes.,27, 4636–4641, 1999). Promoter andregulatory sequences themselves are difficult to define due to asignificant amount of allowable sequence variation, as well as aprobable lack of any completely accurate whole-organismal genecatalogs to date. Finally, certain genes coding functional RNAs mayhave insufficient structural or sequence constraints to bedetectable by normal sequence structure/pattern searching methods(Eddy and Rivas,Bioinformatics,16, 583–605,2000).In those cases where there are multiple closely relatedorganisms that have been sequenced, there is additional informationthat may be used in the investigation of sequence content—thatbeing the possible conserved nature of functional sequences betweenthe organisms.We present a method for the utilization of thisconserved information to detect genes and other potentiallyfunctional sequences that may be missed by standard ORF-calling, RNAfinding, and pattern matching software. Thetricrossprograms produce a multi-way cross comparison of three sets ofsequences, determine which are conserved in all three sets, andproduce a graphical (Virtual Reality Modelling Language—VRML;(ISO/IEC 14772-1: 1997, VDC), 1997) representation as well asalignments of all sequence triples found. The software can also beapplied to a pair of sequence sets, though the noise in the resultsincreases.Results:Tricrosshas been used to examine theintergenic-sequence content of the three archaeal Pyrococcus genomesto determine the most highly related sequences remaining between theannotated protein and RNA coding sequences. Set to relativelystringent similarity requirements for the search,tricrossfound 101 intergenic sequences conserved among the three organisms.Interestingly, 29 of these appear to contain members of a family ofsmall RNA molecules (Kiss-Laszloet al.,EMBO J.,17, 797–807, 1998) only recently discovered in theArchaea (Armbruster, OSU, Diss., 1988; Omeret al.,Science,288, 517–522, 2000; Gaspinetal.,J. Mol. Biol.,297, 895–906,2000). While some of the remaining 72 appear to be individual highlyconserved promoter sequences, others have no currently knownbiological significance. Although originally developed to facilitatethe examination of intergenic sequences, none of thetricrosslogic is inherently specific to intergenicsequences. The software can also be applied to gene sequences, andhas been used to produce inter-genomic gene order dot-plots forHaemophilus influenzae (Fleischmannet al.,Science,269, 496–512, 1995) versus H.ducreyi(unpublished data), and Neisseria meningiditis Z2491 (serogroup A)(Parkhillet al.,Nature,404,502–506, 2000) versus Neisseria meningiditis Z58 (serogroup B)(Tettelinet al.,Science,287,1809–1815, 2000) versus Neisseria gonorrhoeae (Lewisetal.,http://micro-gen.ouhsc.edu/,2000).Availability: Thetricrosssoftware package is availablefromhttp://www.biosci.ohio-state.edu/~ray/bioinformatics/tricross.html.Contact:ray@biosci.ohio-state.edu;daniels.7@osu.edu;munsonr@pediatrics.ohio-state.eduSupplementaryinformation: Additional data from the cross-genomic comparisonsexamined in the discussion section are linked fromhttp://www.biosci.ohio-state.edu/~ray/bioinformatics/tricross.html.*To whom correspondence should beaddressed.	0.0	4	8	240	2176	258	77	0.141614857775	0.13160653166	0.128184197487	0.124113263497	1.81605080349	-1.03402378345	0.585198281278	NULL	0.0507661237211	-2.22358602679
9	http://genome.cs.byu.edu/treesaap.htm	10	NULL	TreeSAAP	Summary: The software program TreeSAAP measures the selective influences on 31 structural and biochemical amino acid properties during cladogenesis, and performs goodness-of-fit and categorical statistical tests.Availability: The TreeSAAP package (executables for Windows PC or Macintosh OSX, Java source code, documentation, and instruction manual) is available athttp://genome.cs.byu.edu/treesaap.htm.UNIX version is available upon request.Contact:David_McClellan@byu.edu*To whom correspondenceshould be addressed.	9.0	4	9	930	222	466	1555	0.129469798117	0.114109015024	0.100474956701	0.0859310692129	-2.52372335442	1.15451776765	-0.0782227020149	NULL	0.84629767814	1.62768732437
10	http://www.tigr.org/tdb/tgi/software/	11	NULL	TIGR	TGICL is a pipeline for analysis of large Expressed Sequence Tags (EST) and mRNA databases in whichthe sequences are first clustered based on pairwise sequence similarity, andthen assembled by individual clusters (optionally with quality values) toproduce longer, more complete consensus sequences. The system can run onmulti-CPU architectures including SMP and PVM.Availability:http://www.tigr.org/tdb/tgi/software/Contact:johnq@tigr.org;johnq@tigr.org*To whom correspondenceshould be addressed.	53.0	4	10	333	2378	197	731	0.136324112809	0.13125419358	0.114473612664	0.106203281529	2.55990405692	-2.27654991948	1.06388781521	NULL	0.482977549827	-1.94504193995
11	http://www.cgl.ucsf.edu/Research/minrms	12	NULL	MINRMS	Motivation: Existing algorithms for automated protein structure alignment generate contradictory results and are difficult to interpret. An algorithm which can provide a context for interpreting the alignment and uses a simple method to characterize protein structure similarity is needed.Results: We describe a heuristic for limiting the search space for structure alignment comparisons between two proteins, and an algorithm for finding minimal root-mean-squared-distance (RMSD) alignments as a function of the number of matching residue pairs within this limited search space. Our alignment algorithm uses coordinates of alpha-carbon atoms to represent each amino acid residue and requires a total computation time ofO(m3n2), wheremandndenote the lengths of the protein sequences. This makes our method fast enough for comparisons of moderate-size proteins (fewer than ∼800 residues) on current workstation-class computers and therefore addresses the need for a systematic analysis of multiple plausible shape similarities between two proteins using a widely accepted comparison metric.Availability: Seehttp://www.cgl.ucsf.edu/Research/minrmsContact:tef@cgl.ucsf.edu*To whom correspondenceshould be addressed.	2.0	4	11	2069	168	836	975	0.209789344556	0.206649566061	0.202957081311	0.202621454473	-0.991249987895	0.420739949914	2.31109802148	NULL	1.92393083115	-0.891822349492
12	http://www.bioquery.org	13	NULL	BioQuery	Summary: BioQuery is an application that helps scientists automatedatabase searches. Users can build and store queries to public biomedicaldatabases, and receive periodic updates on the results of those queries whennew data is available. The application is implemented on a portable objectframework that can provide database-searching capability to otherapplications. This framework is easily extensible, allowing users to developplug-ins that provide access to new databases. BioQuery thus providesend-users with a complete database searching interface and updating service,and gives developers a toolkit to provide database-searching capability totheir applications.Availability: Free to all users:http://www.bioquery.orgContact:support@bioquery.org*To whom correspondenceshould be addressed.	0.0	4	12	2352	785	682	86	0.131911122088	0.120652007858	0.118261475728	0.116873160103	-0.839570462239	-1.19690800633	1.39222133855	NULL	-0.0183232353151	2.14519812543
