	homepage	id_article	ids_related_articles	name_tool	abstract	citations_per_year	relative_views	id	closets_neighbor_1	closets_neighbor_2	closets_neighbor_3	closets_neighbor_4	similarity_neighbor_1	similarity_neighbor_2	similarity_neighbor_3	similarity_neighbor_4	x	y	z	closest_neighbors	x_2d	y_2d
0	http://www.ebi.ac.uk/QuickGO	1	NULL	QuickGO	The Gene Ontology (GO) has proven to be a valuable resource for functional annotation of gene products. At well over 27 000 terms, the descriptiveness of GO has increased rapidly in line with the biological data it represents. Therefore, it is vital to be able to easily and quickly mine the functional information that has been made available through these GO terms being associated with gene products. QuickGO is a fast, web-based tool for browsing the GO and all associated GO annotations provided by the GOA group. After undergoing a redevelopment, QuickGO is now able to offer many more features beyond simple browsing. Users have responded well to the new tool and given very positive feedback about its usefulness. This tutorial will demonstrate how some of these features could be useful to the researcher wanting to discover more about their dataset, particular areas of biology or to find new ways of directing their research.Database URL:http://www.ebi.ac.uk/QuickGO	0.0	4	1	258	293	252	256	0.263237475901	0.20328830638	0.122651068542	0.110166578702	1.84030330076	-0.0896102113225	-0.942320682667	NULL	5.78741169395	-3.19082188455
1	http://www.cancerma.org.uk	2	NULL	CancerMA	The identification of novel candidate markers is a key challenge in the development of cancer therapies. This can be facilitated by putting accessible and automated approaches analysing the current wealth of ‘omic’-scale data in the hands of researchers who are directly addressing biological questions. Data integration techniques and standardized, automated, high-throughput analyses are needed to manage the data available as well as to help narrow down the excessive number of target gene possibilities presented by modern databases and system-level resources. Here we present CancerMA, an online, integrated bioinformatic pipeline for automated identification of novel candidate cancer markers/targets; it operates by means of meta-analysing expression profiles of user-defined sets of biologically significant and related genes across a manually curated database of 80 publicly available cancer microarray datasets covering 13 cancer types. A simple-to-use web interface allows bioinformaticians and non-bioinformaticians alike to initiate new analyses as well as to view and retrieve the meta-analysis results. The functionality of CancerMA is shown by means of two validation datasets.Database URL:http://www.cancerma.org.uk	1.0	4	2	105	147	244	76	0.248406601966	0.242710496269	0.161916413357	0.149350896759	0.937286571422	4.26473749001	0.807076405278	NULL	4.43372958673	-0.665017941902
2	http://www.ibm.com/developerworks/opensource/tutorials/os-couchapp/	3	NULL	CouchApp	To support a quantitative real-time polymerase chain reaction standardization project, a new reference gene database application was required. The new database application was built with the explicit goal of simplifying not only the development process but also making the user interface more responsive and intuitive. To this end, CouchDB was used as the backend with a lightweight dynamic user interface implemented client-side as a one-page web application. Data entry and curation processes were streamlined using an OpenRefine-based workflow. The new RefPrimeCouch database application provides its data online under an Open Database License.Database URL:http://hpclife.th-wildau.de:5984/rpc/_design/rpc/view.html	0.0	4	3	23	30	11	214	0.187336219065	0.127142192869	0.113680225081	0.111731489992	-1.10610275811	-0.938207780064	6.09984583859	NULL	-1.80965637247	0.449490093176
3	http://www.cls.zju.edu.cn/dcdb/	4	NULL	DCDB	Experience in clinical practice and research in systems pharmacology suggested the limitations of the current one-drug-one-target paradigm in new drug discovery. Single-target drugs may not always produce desired physiological effects on the entire biological system, even if they have successfully regulated the activities of their designated targets. On the other hand, multicomponent therapy, in which two or more agents simultaneously interact with multiple targets, has attracted growing attention. Many drug combinations consisting of multiple agents have already entered clinical practice, especially in treating complex and refractory diseases. Drug combination database (DCDB), launched in 2010, is the first available database that collects and organizes information on drug combinations, with an aim to facilitate systems-oriented new drug discovery. Here, we report the second major release of DCDB (Version 2.0), which includes 866 new drug combinations (1363 in total), consisting of 904 distinctive components. These drug combinations are curated from ∼140 000 clinical studies and the food and drug administration (FDA) electronic orange book. In this update, DCDB collects 237 unsuccessful drug combinations, which may provide a contrast for systematic discovery of the patterns in successful drug combinations.Database URL:http://www.cls.zju.edu.cn/dcdb/	1.0	6	4	123	69	9	65	0.370255015814	0.333598879155	0.211213754207	0.167358076147	3.69636498068	0.0866581362527	-5.0308260762	NULL	-7.54730544675	0.846352872379
4	https://github.com/mgosink/ToxReporter	5	NULL	ToxReporter	One of the many roles of a toxicologist is to determine if an observed adverse event (AE) is related to a previously unrecognized function of a given gene/protein. Towards that end, he or she will search a variety of public and propriety databases for information linking that protein to the observed AE. However, these databases tend to present all available information about a protein, which can be overwhelming, limiting the ability to find information about the specific toxicity being investigated. ToxReporter compiles information from a broad selection of resources and limits display of the information to user-selected areas of interest. ToxReporter is a PERL-based web-application which utilizes a MySQL database to streamline this process by categorizing public and proprietary domain-derived information into predefined safety categories according to a customizable lexicon. Users can view gene information that is ‘red-flagged’ according to the safety issue under investigation. ToxReporter also uses a scoring system based on relative counts of the red-flags to rank all genes for the amount of information pertaining to each safety issue and to display their scored ranking as an easily interpretable ‘Tox-At-A-Glance’ chart. Although ToxReporter was originally developed to display safety information, its flexible design could easily be adapted to display disease information as well.Database URL:ToxReporter is freely available athttps://github.com/mgosink/ToxReporter.	0.0	6	5	254	179	84	3	0.0934902795538	0.0882240032203	0.0761618019306	0.0713343476908	5.39664347394	3.01920028385	6.00032296899	NULL	3.95166220192	-12.71265614
5	http://www.ibiomedical.net/pigvar/	6	NULL	PigVar	Pigs are excellent large-animal models for medical research and a promising organ donor source for transplant patients. Next-generation sequencing technology has yielded a dramatic increase in the volume of genomic data for pigs. However, the limited amount of variation data provided by dbSNP, and non-congruent criteria used for calling variation, present considerable hindrances to the utility of this data. We used a uniform pipeline, based on GATK, to identify non-redundant, high-quality, whole-genome SNPs from 280 pigs and 6 outgroup species. A total of 64.6 million SNPs were identified in 280 pigs and 36.8 million in the outgroups. We then used LUMPY to identify a total of 7 236 813 structural variations (SVs) in 211 pigs. Positively selected loci were identified through five statistical tests of different evolutionary attributes of the SNPs. Combining the non-redundant variations and the evolutionary selective scores, we built the first pig-specific variation database, PigVar (http://www.ibiomedical.net/pigvar/), which is a web-based open-access resource. PigVar collects parameters of the variations including summary lists of the locations of the variations within protein-coding and long intergenic non-coding RNA (lincRNA) genes, whether the SNPs are synonymous or non-synonymous, their ancestral and derived states, geographic sampling locations, as well as breed information. The PigVar database will be kept operational and updated to facilitate medical research using the pig as model and agricultural research including pig breeding.Database URL:http://www.ibiomedical.net/pigvar/	0.0	13	6	114	165	248	143	0.199153901496	0.135058166205	0.121002582252	0.0970530001827	-6.27800992532	2.36198559422	0.127537190268	NULL	-4.46910619842	-7.66256680258
6	http://www.leishdb.com	7	NULL	LeishDB	Leishmania braziliensisis the etiological agent of cutaneous leishmaniasis, a disease with high public health importance, affecting 12 million people worldwide. Although its genome sequence was originally published in 2007, the two reference public annotations still presents at least 80% of the genes simply classified as hypothetical or putative proteins. Furthermore, it is notable the absence of non-coding RNA (ncRNA) sequences fromLeishmaniaspecies in public databases. These poorly annotated coding genes and ncRNAs could be important players for the understanding of this protozoan biology, the mechanisms behind host-parasite interactions and disease control. Herein, we performed a new prediction and annotation ofL. braziliensisprotein-coding genes and non-coding RNAs, using recently developed predictive algorithms and updated databases. In summary, we identified 11 491 ORFs, with 5263 (45.80%) of them associated with proteins available in public databases. Moreover, we identified for the first time the repertoire of 11 243 ncRNAs belonging to different classes distributed along the genome. The accuracy of our predictions was verified by transcriptional evidence using RNA-seq, confirming that they are actually generating real transcripts. These data were organized in a public repository named LeishDB (www.leishdb.com), which represents an improvement on the publicly available data related to genomic annotation forL. braziliensis. This updated information can be useful for future genomics, transcriptomics and metabolomics studies; being an additional tool for genome annotation pipelines and novel studies associated with the understanding of this protozoan genome complexity, organization, biology, and development of innovative methodologies for disease control and diagnostics.Database URL:www.leishdb.com	0.0	10	7	28	229	152	101	0.174833130104	0.147861249886	0.145801441764	0.140368565784	0.227375705576	-2.68882201731	-2.2690723457	NULL	4.86274896486	-6.73768432499
7	https://www.crop-diversity.org/mgis/	8	NULL	MGIS	Unraveling the genetic diversity held in genebanks on a large scale is underway, due to advances in Next-generation sequence (NGS) based technologies that produce high-density genetic markers for a large number of samples at low cost. Genebank users should be in a position to identify and select germplasm from the global genepool based on a combination of passport, genotypic and phenotypic data. To facilitate this, a new generation of information systems is being designed to efficiently handle data and link it with other external resources such as genome or breeding databases. TheMusaGermplasm Information System (MGIS), the database for globalex situ-held banana genetic resources, has been developed to address those needs in a user-friendly way. In developing MGIS, we selected a generic database schema (Chado), the robust content management system Drupal for the user interface, and Tripal, a set of Drupal modules which links the Chado schema to Drupal. MGIS allows germplasm collection examination, accession browsing, advanced search functions, and germplasm orders. Additionally, we developed unique graphical interfaces to compare accessions and to explore them based on their taxonomic information. Accession-based data has been enriched with publications, genotyping studies and associated genotyping datasets reporting on germplasm use. Finally, an interoperability layer has been implemented to facilitate the link with complementary databases like the Banana Genome Hub and the MusaBase breeding database.Database URL:https://www.crop-diversity.org/mgis/	0.0	14	8	275	145	42	227	0.239615034691	0.142512149118	0.123892855287	0.111841226441	-3.13117623841	5.24919083247	2.05482903155	NULL	-5.23230984843	-0.314955602848
8	http://sbb.hku.hk/services/NutriChem-2.0/	9	NULL	NutriChem	NutriChem is a database generated by text mining of 21 million MEDLINE abstracts that links plant-based foods with their small molecule components and human health effect. In this new, second release of NutriChem (NutriChem 2.0) we have integrated information on overlapping protein targets between FDA-approved drugs and small compounds in plant-based foods, which may have implications on drug pharmacokinetics and pharmacodynamics. NutriChem 2.0 contains predicted interactions between 428 drugs and 339 foods, supported by 107 jointly targeted proteins. Chemical bioactivity data were integrated, facilitating the comparison of activity concentrations between drugs and phytochemicals. In addition, we have added functionality that allows for user inspection of supporting evidence, the classification of food constituents based on KEGG “Phytochemical Compounds”, phytochemical structure output in SMILES and network output in both static figure and Cytoscape-compatible xgmml format. The current update of NutriChem moves one step further towards a more comprehensive assessment of dietary effects on human health and drug treatment.Database URL:http://sbb.hku.hk/services/NutriChem-2.0/	0.0	9	9	295	69	4	123	0.255363703657	0.235556060713	0.211213754207	0.186508619698	3.64919162805	-3.00136342481	1.04342797576	NULL	-4.86994671684	5.63663353996
9	http://www-cryst.bioc.cam.ac.uk/tible/	10	NULL	TIBLE	TIBLE is a web-based resource that provides easy access to data on the minimal inhibitory concentrations for small molecules against several mycobacterial species, as well as the target binding and off-target predictions forMycobacterium tuberculosis. The current version of the database holds the activity data for more than 19 000 distinct small molecules against 39 mycobacterial species, binding data for 106Mycobacterium tuberculosistarget proteins and predictions for their potential off-targets. The resource integrates disparate public data and methods to provide easy access to the minimum inhibitory concentration and binding data, facilitation of data sharing, and identification of small molecules and targets for development of anti-tuberculosis therapeutics.Database URL:http://www-cryst.bioc.cam.ac.uk/tible/	0.0	8	10	235	232	300	142	0.323951637371	0.226674124472	0.128099521245	0.127012307768	3.76533191466	-5.87849858244	-0.974822471616	NULL	-2.13360672135	6.43386886855
